tempo,time_signature,instrumentalness,valence,artist,liveness,speechiness,duration_ms,track,acousticness,key,energy,danceability,genre,loudness
94.635,4,3.49e-06,0.429,Georges Brassens,0.27,0.0555,146107,Il n'y a pas d'amour heureux,0.873,6,0.238,0.527,french,-10.508
113.622,4,0,0.531,Louise Attaque,0.277,0.04,197720,Léa,0.679,9,0.301,0.572,french,-9.403
124.726,4,0,0.732,Gerard Lenorman,0.134,0.0537,197613,La ballade des gens heureux,0.505,5,0.483,0.628,french,-11.202
91.071,4,0.0132,0.525,Mc Solaar,0.0425,0.0898,192133,La Belle Et Le Bad Boy,0.0338,0,0.495,0.809,french,-6.546
88.692,4,0,0.558,Sexion D'Assaut,0.357,0.124,275773,Avant qu'elle parte,0.0186,5,0.568,0.612,french,-7.644
107.231,3,0,0.619,Charles Aznavour,0.801,0.0351,212200,Emmenez Moi,0.599,9,0.458,0.353,french,-10.235
101.653,4,0.57,0.627,Serge Gainsbourg,0.0465,0.032,215427,Initials B.B.,0.00205,3,0.67,0.503,french,-8.492
131.016,4,4.55e-05,0.965,Cœur De Pirate,0.0794,0.0426,143867,Ensemble,0.398,7,0.425,0.8,french,-7.724
110.005,4,0.231,0.623,Indochine,0.227,0.0236,212173,J'ai demandé a la lune,0.231,6,0.626,0.713,french,-9.027
111.831,1,0.000112,0.889,Fréhel,0.0389,0.0408,166600,La Java Bleue,0.957,10,0.481,0.728,french,-7.814
122.81,4,0.000178,0.599,Carla Bruni,0.077,0.0907,143973,Raphael,0.578,7,0.422,0.739,french,-11.511
56.257,4,0.0108,0.659,Serge Gainsbourg,0.101,0.0721,115707,La recette de l'amour fou,0.746,0,0.289,0.517,french,-13.541
138.158,4,0.00104,0.1,Florent Pagny,0.0839,0.0273,280497,Savoir aimer,0.246,6,0.385,0.528,french,-8.295
149.371,4,3.17e-05,0.708,Maxime Le Forestier,0.424,0.0658,240227,Né quelque part,0.251,11,0.506,0.741,french,-13.955
106.053,4,0,0.834,Christophe Maé,0.21,0.0372,192160,Parce qu'on ne sait jamais,0.537,7,0.767,0.786,french,-6.353
98.996,4,1.2e-06,0.651,Diam's,0.151,0.304,231440,La boulette (génération nan nan) [version album],0.281,0,0.584,0.943,french,-6.661
123.136,4,0,0.81,Stromae,0.0803,0.225,204000,Te Quiero,0.0968,0,0.697,0.723,french,-8.688
85.127,4,0.00711,0.504,Zazie,0.113,0.0257,247240,Je suis un homme,0.313,10,0.672,0.541,french,-6.935
134.998,4,3.23e-06,0.719,Cœur De Pirate,0.229,0.0611,146800,Pour un infidèle,0.00624,7,0.572,0.685,french,-4.52
138.088,3,0.0132,0.506,Françoise Hardy,0.126,0.0439,140667,Il n'y a pas d'amour heureux,0.955,7,0.203,0.377,french,-12.491
79.38,4,6.45e-05,0.537,Alain Bashung,0.153,0.0319,200867,Résidents De La République,0.0186,9,0.536,0.559,french,-7.705
105.981,3,0.000612,0.0778,Yann Tiersen,0.137,0.0275,93400,L'autre valse d'Amélie,0.706,9,0.39,0.515,french,-9.543
131.561,3,0,0.576,Édith Piaf,0.156,0.0359,162227,Paris,0.966,4,0.397,0.396,french,-6.376
146.078,4,0,0.85,Macklemore & Ryan Lewis,0.0862,0.0786,258343,Can't Hold Us - feat. Ray Dalton,0.0291,2,0.922,0.641,french,-4.457
120.085,4,0.000618,0.49,Stromae,0.545,0.0703,184813,Summertime,0.0638,0,0.667,0.579,french,-8.653
100.03,4,3.63e-06,0.683,Christophe Maé,0.246,0.0405,191507,On s'attache,0.409,8,0.71,0.79,french,-5.815
111.581,4,0.000155,0.174,Carla Bruni,0.236,0.0388,154253,J'en Connais,0.843,7,0.385,0.751,french,-8.148
98.555,4,0.000258,0.912,Charles Trenet,0.297,0.0417,152184,Boum!,0.877,2,0.341,0.744,french,-11.694
111.026,4,3.92e-05,0.5,C2C,0.09,0.0995,207187,Down The Road,0.0715,0,0.589,0.72,french,-6.091
159.929,4,1.94e-06,0.536,Kyo,0.113,0.0603,210707,Le Chemin,0.00518,0,0.748,0.526,french,-7.25
118.215,3,5.26e-05,0.234,Jacques Brel,0.111,0.0314,270467,La chanson des vieux amants,0.816,0,0.26,0.396,french,-11.809
102.574,4,1.38e-05,0.237,Stromae,0.113,0.144,180533,quand c'est ?,0.0806,8,0.363,0.459,french,-12.522
95.639,4,3.16e-06,0.419,Carla Bruni,0.101,0.0402,175493,Péché d'envie,0.811,8,0.411,0.526,french,-9.903
123.014,4,0.003,0.803,Jacques Dutronc,0.0356,0.0568,158880,Les cactus,0.00036,4,0.884,0.454,french,-4.241
99.592,4,0.00325,0.806,Serge Gainsbourg,0.403,0.0886,134693,Couleur café,0.0883,0,0.849,0.609,french,-9.999
91.934,4,0,0.716,Coralie Clement,0.0675,0.0441,148320,C'est la Vie,0.71,2,0.634,0.664,french,-5.875
115.014,4,0.612,0.549,Keren Ann,0.373,0.0463,178160,Jardin d'hiver,0.792,4,0.307,0.805,french,-14.281
127.945,4,0.00111,0.575,Stromae,0.301,0.111,175427,ta fête,0.00127,11,0.855,0.676,french,-7.672
133.365,3,0.00477,0.407,Carla Bruni,0.137,0.0435,163026,Quelqu'un M'a Dit,0.858,10,0.412,0.615,french,-10.742
126.204,3,5.25e-06,0.539,Noir Désir,0.0581,0.0477,180160,Aux Sombres Héros De L'Amer,0.0146,9,0.813,0.566,french,-3.53
158.822,4,0,0.759,Serge Gainsbourg,0.197,0.0943,164531,Le Poinconneur Des Lilas,0.45,4,0.466,0.534,french,-11.71
129.145,4,5.32e-06,0.839,Joe Dassin,0.204,0.0571,169547,A toi,0.367,9,0.609,0.707,french,-10.549
90.506,4,1.66e-05,0.55,Jacques Brel,0.0888,0.0327,149600,Quand on n'a que l'amour,0.583,1,0.419,0.553,french,-4.79
162.364,4,0.000153,0.752,Téléphone,0.147,0.0397,142720,New York avec toi - Remasterisé en 2006,0.262,9,0.798,0.559,french,-6.622
101.897,4,0,0.433,Claude François,0.139,0.066,239933,Le téléphone pleure,0.516,0,0.482,0.535,french,-11.074
83.081,4,0.0422,0.556,Serge Gainsbourg,0.289,0.0284,260027,Je t'aime moi non plus,0.0298,0,0.511,0.449,french,-9.313
95.017,4,1.94e-06,0.414,Maître Gims,0.186,0.0418,249867,J'me tire,0.00892,1,0.676,0.752,french,-5.233
100.104,3,0.186,0.944,Yann Tiersen,0.0801,0.0325,183467,Les jours tristes - Instrumental,0.807,7,0.339,0.734,french,-8.123
115.996,4,1.1e-05,0.583,Carla Bruni,0.107,0.0483,208173,Le Plus Beau Du Quartier,0.848,9,0.322,0.753,french,-8.478
80.557,4,1.92e-06,0.584,Joe Dassin,0.277,0.0487,240600,Salut les amoureux - City of New Orleans,0.294,2,0.654,0.524,french,-8.302
105.225,4,0.0383,0.794,Noir Désir,0.122,0.0622,288747,Le Vent Nous Portera,0.737,4,0.721,0.672,french,-9.655
172.114,4,0.000369,0.902,Vanessa Paradis,0.128,0.0404,206147,Tandem,0.0497,2,0.947,0.545,french,-4.179
136.268,4,0.000106,0.201,Imagine Dragons,0.76,0.0638,186813,Radioactive,0.126,9,0.799,0.478,french,-3.614
96.049,3,0.0013,0.208,Carla Bruni,0.128,0.0274,208827,Chanson Triste,0.752,9,0.41,0.647,french,-10.693
113.084,4,1.96e-06,0.175,Cœur De Pirate,0.118,0.0283,251227,Place de la République,0.83,7,0.359,0.575,french,-8.224
106.023,4,0,0.882,Julien Doré,0.0623,0.0612,136707,Les Limites,0.273,7,0.827,0.735,french,-4.774
130.582,4,1.54e-06,0.593,Patrick Bruel,0.126,0.0317,268747,Place des grands hommes,0.345,9,0.765,0.643,french,-7.385
183.124,4,0,0.783,Julien Clerc,0.0726,0.032,214173,Ce n'est rien,0.149,4,0.611,0.382,french,-5.947
124.158,4,0.00553,0.865,Françoise Hardy,0.113,0.0555,146333,Comment te dire adieu - It Hurts To Say Goodbye,0.196,10,0.447,0.73,french,-11.674
128.684,4,0.000639,0.6,Bénabar,0.141,0.0595,181293,Le dîner,0.313,11,0.742,0.643,french,-10.169
99.403,4,1.37e-06,0.628,Louise Attaque,0.272,0.0699,159893,Ton invitation - Single Version,0.158,11,0.582,0.481,french,-7.851
120.03,4,0,0.798,Maître Gims,0.319,0.0642,221013,Ça marche,0.013,0,0.848,0.78,french,-4.422
142.308,5,0,0.688,Cœur De Pirate,0.0999,0.186,147240,Adieu,0.491,2,0.78,0.397,french,-5.02
119.993,4,0.0014,0.47,Mr. Probz,0.0829,0.0368,208133,Waves - Robin Schulz Radio Edit,0.00821,5,0.51,0.829,french,-9.334
155.198,4,0,0.73,Zaz,0.0558,0.0828,219187,Je veux,0.244,2,0.873,0.518,french,-4.017
125.907,4,0.122,0.332,Mylène Farmer,0.0844,0.0296,322760,Désenchantée,0.0019,10,0.656,0.614,french,-11.744
120.748,4,0.316,0.799,Serge Gainsbourg,0.128,0.0304,197773,69 année érotique,0.0112,7,0.411,0.552,french,-11.15
114.914,4,0,0.262,Indila,0.0895,0.0592,212917,Dernière danse,0.183,0,0.457,0.658,french,-7.627
125.736,1,0,0.388,Maxime Le Forestier,0.213,0.0488,167800,San Francisco,0.667,1,0.217,0.585,french,-12.996
66.698,4,0.0436,0.205,Carla Bruni,0.0779,0.037,238480,La Noyee,0.765,10,0.279,0.32,french,-12.262
106.497,3,0,0.556,Édith Piaf,0.153,0.056,270440,Milord,0.844,7,0.387,0.509,french,-6.581
125.025,4,0,0.395,Black M,0.08,0.0413,252573,Sur ma route,0.053,7,0.785,0.747,french,-6.735
74.46,4,2.36e-05,0.466,Yves Montand,0.116,0.0598,163040,A bicyclette,0.901,5,0.294,0.48,french,-14.808
121.444,4,1.31e-06,0.763,Jacques Dutronc,0.175,0.0362,177947,J'Aaime Les Filles,0.635,9,0.456,0.623,french,-6.408
93.023,4,0,0.222,Indila,0.228,0.0328,272760,S.O.S,0.271,6,0.587,0.531,french,-6.995
119.005,4,0,0.839,Zaz,0.239,0.0427,163427,"Comme ci, comme ça",0.459,6,0.764,0.782,french,-3.281
186.032,4,0.0298,0.207,La Femme,0.111,0.0392,226853,Sur la planche 2013,0.0537,9,0.805,0.462,french,-4.734
130.352,4,1.05e-05,0.82,BB Brunes,0.24,0.0271,180813,Lalalove You,0.000264,9,0.75,0.61,french,-6.011
96.961,4,0.376,0.615,Brigitte Bardot,0.117,0.0521,256000,Bonnie And Clyde,0.00643,5,0.594,0.329,french,-11.864
127.008,4,0,0.635,Camille,0.154,0.106,186933,Ta douleur,0.759,9,0.385,0.842,french,-8.915
132.88,3,0,0.863,Georges Brassens,0.125,0.573,183133,Les Amoureux Des Bancs Publics,0.88,0,0.176,0.796,french,-13.257
77.439,4,0,0.424,Édith Piaf,0.359,0.0541,192493,Plus bleu que tes yeux,0.83,10,0.23,0.47,french,-11.12
90.55,4,5.68e-06,0.52,Jacques Brel,0.124,0.0439,147507,Quand On A Que L'amour,0.882,11,0.264,0.579,french,-13.266
107.921,4,0.00017,0.579,Alizée,0.275,0.0273,265729,Moi... Lolita - Single Version,0.0653,11,0.839,0.642,french,-5.74
86.578,3,3.99e-06,0.209,Céline Dion,0.108,0.0396,214600,S'il suffisait d'aimer,0.921,10,0.198,0.363,french,-14.276
150.011,4,0.000149,0.563,Stromae,0.343,0.102,189027,carmen,0.0212,8,0.824,0.662,french,-8.016
79.11,3,0,0.44,Édith Piaf,0.382,0.0763,260120,J'm'en fous pas mal,0.98,5,0.374,0.43,french,-9.925
115.298,4,0.000424,0.464,Jean Ferrat,0.0987,0.0365,189667,La montagne,0.673,7,0.433,0.494,french,-12.15
104.901,3,0.00558,0.79,Carla Bruni,0.21,0.0797,163040,Ta tienne,0.311,10,0.638,0.691,french,-8.298
87.641,4,0.605,0.935,Zaz,0.0916,0.0518,173427,La fée,0.523,5,0.735,0.646,french,-8.933
141.608,4,4.09e-06,0.72,Counting Crows,0.182,0.0371,272733,Mr. Jones,0.193,0,0.836,0.571,alternative,-5.556
141.976,4,0,0.45,Imagine Dragons,0.225,0.0418,196933,Round And Round,0.00269,0,0.86,0.457,alternative,-4.193
95.16,4,0.144,0.663,Death Cab for Cutie,0.283,0.0314,286653,You Are A Tourist,0.000254,2,0.872,0.569,alternative,-7.566
138.559,4,0.00233,0.772,Gorillaz,0.613,0.177,222640,Feel Good Inc,0.00836,6,0.705,0.818,alternative,-6.679
91.558,4,0.00108,0.78,Red Hot Chili Peppers,0.0964,0.0616,284267,Give It Away,0.00579,9,0.989,0.683,alternative,-2.092
172.14,4,0,0.495,Nickelback,0.0973,0.0329,223747,How You Remind Me - LP Mix,0.00116,10,0.766,0.443,alternative,-5.067
165.986,4,0.00345,0.734,My Chemical Romance,0.369,0.0468,203427,Na Na Na [Na Na Na Na Na Na Na Na Na],0.000255,8,0.977,0.409,alternative,-2.64
126.524,4,0.00362,0.218,Of Monsters and Men,0.113,0.0442,273853,King And Lionheart,0.134,3,0.686,0.517,alternative,-6.401
116.529,4,0.000549,0.078,Staind,0.143,0.0338,264707,It's Been Awhile,0.00189,6,0.774,0.509,alternative,-4.054
135.085,4,0,0.577,Linkin Park,0.0631,0.131,164040,Faint,0.117,4,0.981,0.553,alternative,-3.634
174.923,4,0.0438,0.847,Vampire Weekend,0.153,0.0539,137760,A-Punk (Album),0.0102,2,0.821,0.551,alternative,-4.489
171.878,4,0,0.73,Plain White T's,0.119,0.0432,200200,Rhythm Of Love,0.356,8,0.542,0.531,alternative,-7.721
105.53,4,0,0.241,Pearl Jam,0.104,0.0438,319467,Jeremy,0.0208,2,0.909,0.234,alternative,-4.424
109.978,4,0.00862,0.436,Bombay Bicycle Club,0.111,0.0298,235293,Shuffle,0.297,7,0.937,0.641,alternative,-4.808
191.936,4,3.63e-05,0.564,Sum 41,0.272,0.26,158733,Still Waiting,0.00105,7,0.95,0.431,alternative,-4.918
121.689,4,0.0115,0.194,The Killers,0.0862,0.0405,243787,Runaways,0.00147,1,0.848,0.407,alternative,-3.943
102.687,4,0,0.717,The Kooks,0.149,0.0661,203507,Naive,0.0703,11,0.819,0.543,alternative,-6.159
93.458,4,0.616,0.358,Coldplay,0.106,0.0403,285014,Magic,0.0262,6,0.483,0.738,alternative,-8.915
149.148,4,1.36e-05,0.169,Snow Patrol,0.149,0.0283,354613,Run,0.000421,9,0.65,0.377,alternative,-5.243
114.194,4,0.0024,0.0849,Bush,0.0989,0.0337,266507,Glycerine,0.0586,5,0.269,0.442,alternative,-14.201
157.902,4,0.000192,0.347,Foo Fighters,0.0883,0.0387,249987,Everlong,5.69e-05,11,0.867,0.415,alternative,-5.497
103.225,4,0,0.397,Of Monsters and Men,0.132,0.0336,266600,Little Talks,0.0263,1,0.789,0.473,alternative,-5.171
74.923,4,0.000223,0.335,Radiohead,0.137,0.0271,261640,Karma Police,0.0874,7,0.53,0.41,alternative,-8.685
88.785,4,0,0.663,Rage Against The Machine,0.0327,0.304,313573,Killing In The Name - Remastered,0.0266,7,0.833,0.466,alternative,-4.215
130.394,4,0.129,0.362,The Killers,0.303,0.138,220427,When You Were Young,0.000202,8,0.983,0.463,alternative,-3.254
84.996,4,0,0.388,Ed Sheeran,0.18,0.0367,258373,The A Team,0.669,9,0.289,0.642,alternative,-9.918
96.95,4,0.00011,0.225,My Chemical Romance,0.222,0.0752,311107,Welcome to the Black Parade,0.000289,2,0.905,0.217,alternative,-4.103
148.026,4,0,0.793,Neon Trees,0.363,0.0506,212293,Animal,0.000392,5,0.831,0.486,alternative,-5.5
139.933,4,3.56e-06,0.357,OneRepublic,0.105,0.0541,185613,Feel Again,0.0243,7,0.818,0.474,alternative,-7.513
100.975,4,2.23e-06,0.574,Modest Mouse,0.0888,0.0293,208467,Float On,0.013,6,0.888,0.649,alternative,-4.807
118.091,4,1.89e-06,0.674,Benjamin Francis Leftwich,0.277,0.0286,182640,Shine,0.667,4,0.537,0.715,alternative,-10.482
126.879,4,0.588,0.963,The Smashing Pumpkins,0.0513,0.0332,266200,1979,0.0166,3,0.788,0.765,alternative,-9.896
107.027,4,9.75e-06,0.491,Neon Trees,0.323,0.036,228840,Sleeping With A Friend,0.00213,2,0.887,0.584,alternative,-4.237
118.211,4,0.00686,0.437,Muse,0.0866,0.0556,237040,Time Is Running Out,0.00242,9,0.842,0.585,alternative,-5.883
108.994,4,0.499,0.528,alt-J,0.0791,0.0296,218240,Something Good,0.728,7,0.588,0.68,alternative,-10.36
117.952,5,0.0173,0.825,Capital Cities,0.0889,0.0309,192693,Safe And Sound,0.000189,0,0.783,0.652,alternative,-4.829
101.867,4,0.00396,0.35,Of Monsters and Men,0.14,0.0351,211453,Mountain Sound,0.0513,1,0.896,0.395,alternative,-4.262
144.642,4,5.16e-06,0.198,Coldplay,0.298,0.0278,226680,In My Place,0.0565,9,0.587,0.425,alternative,-5.453
119.051,4,0.615,0.274,AWOLNATION,0.0964,0.0558,259093,Sail,0.441,1,0.436,0.826,alternative,-9.583
127.975,4,0.115,0.963,Foster The People,0.0956,0.0292,239600,Pumped Up Kicks,0.145,5,0.71,0.733,alternative,-5.849
195.809,4,8.12e-06,0.44,Rise Against,0.565,0.146,195837,Prayer Of The Refugee,0.00208,3,0.971,0.309,alternative,-3.45
150.071,4,0.000879,0.283,alt-J,0.205,0.0344,227080,Breezeblocks,0.096,5,0.656,0.616,alternative,-7.298
101.006,4,0,0.427,Passion Pit,0.315,0.0368,264493,Take a Walk,0.0338,11,0.755,0.566,alternative,-5.526
92.457,4,0.00118,0.655,Cold War Kids,0.499,0.0314,218787,Hang Me Up to Dry,0.0218,11,0.921,0.508,alternative,-2.807
138.705,4,5.08e-05,0.284,Pearl Jam,0.17,0.0336,300827,Yellow Ledbetter,0.261,4,0.472,0.482,alternative,-5.802
84.778,4,0,0.313,Lorde,0.132,0.133,190185,Royals,0.106,7,0.432,0.616,alternative,-9.546
139.627,4,8.49e-05,0.204,Coldplay,0.0833,0.0268,278719,Paradise,0.0522,5,0.585,0.449,alternative,-6.762
103.038,3,0.28,0.544,MGMT,0.348,0.035,229640,Electric Feel,0.0714,1,0.807,0.763,alternative,-3.714
129.093,4,0,0.385,Hozier,0.121,0.0472,241587,Take Me to Church,0.59,4,0.661,0.572,alternative,-5.304
167.086,4,2.55e-06,0.455,Green Day,0.301,0.0362,493400,Holiday/Boulevard Of Broken Dreams,0.000659,8,0.827,0.29,alternative,-3.451
155.189,4,0,0.376,Panic! At The Disco,0.207,0.0365,191560,Nine In The Afternoon - Radio Mix,0.0843,10,0.689,0.405,alternative,-5.75
170.346,4,0.591,0.697,Wave Machines,0.0701,0.0701,192773,Ill Fit,0.0557,5,0.56,0.611,alternative,-9.946
149.864,4,0,0.205,Three Days Grace,0.163,0.0371,209333,Never Too Late,0.00838,2,0.778,0.433,alternative,-4.68
135.47,4,0.000624,0.571,The Killers,0.0937,0.0676,245360,Human,0.00112,10,0.837,0.547,alternative,-7.085
95.136,4,1.32e-06,0.534,Linkin Park,0.0787,0.0491,157333,One Step Closer,0.0014,9,0.969,0.492,alternative,-4.419
97.094,4,0,0.618,Arctic Monkeys,0.303,0.0371,201726,R U Mine?,0.00616,6,0.758,0.288,alternative,-5.692
119.7,4,0.00607,0.836,Phoenix,0.0646,0.107,266600,If I ever feel better,0.0492,6,0.553,0.755,alternative,-9.449
169.491,4,0,0.307,Imagine Dragons,0.101,0.0832,221053,Bleeding Out,0.0214,5,0.777,0.318,alternative,-3.94
180.301,4,0.00419,0.202,Muse,0.106,0.0718,281040,Madness,0.127,10,0.417,0.502,alternative,-7.665
138.039,4,0.00142,0.704,The Killers,0.111,0.0901,197160,Somebody Told Me,7.76e-05,10,0.981,0.51,alternative,-3.191
79.991,4,1.23e-06,0.366,The Lumineers,0.149,0.0313,161227,Ho Hey,0.779,0,0.474,0.685,alternative,-9.105
124.015,4,0.000212,0.425,The Neighbourhood,0.0879,0.042,240040,Sweater Weather,0.15,7,0.615,0.695,alternative,-5.325
84.803,4,0,0.639,The Script,0.123,0.0565,202533,Hall of Fame,0.0653,10,0.873,0.421,alternative,-4.343
141.938,4,4.4e-05,0.333,Mumford & Sons,0.113,0.0374,215627,The Cave,0.0536,4,0.499,0.592,alternative,-9.463
77.086,4,0,0.768,The Kooks,0.098,0.0648,169307,She Moves In Her Own Way,0.276,7,0.8,0.461,alternative,-5.402
104.984,4,0.000143,0.371,The Naked And Famous,0.629,0.0316,246600,Young Blood,7.14e-05,6,0.866,0.595,alternative,-4.629
207.614,3,0.000217,0.561,Friendly Fires,0.207,0.358,211493,Blue Cassette,0.000337,6,0.937,0.175,alternative,-5.236
100.986,3,0.694,0.231,The Maccabees,0.504,0.0487,227000,Ayla,0.0293,5,0.923,0.439,alternative,-4.306
97.546,4,0,0.806,Green Day,0.231,0.034,178000,When I Come Around,0.0175,11,0.909,0.531,alternative,-4.236
81.208,4,0.125,0.208,Twin Atlantic,0.372,0.152,206835,Free,9.51e-05,2,0.932,0.201,alternative,-3.272
173.995,4,0.000452,0.422,Juveniles,0.116,0.0351,254612,We Are Young,0.000413,9,0.704,0.501,alternative,-6.787
80.985,4,0,0.437,Matchbox Twenty,0.328,0.0347,237267,Unwell - Remastered Version,0.0456,9,0.793,0.442,alternative,-5.152
123.091,4,0.000612,0.741,Franz Ferdinand,0.81,0.047,215000,Do You Want To,0.0884,0,0.939,0.414,alternative,-2.887
166.04,4,0.0698,0.233,Grimes,0.241,0.034,255320,Genesis,0.0764,10,0.677,0.611,alternative,-6.745
129.699,4,0.00447,0.852,Blur,0.0657,0.0904,121880,Song 2,0.00188,8,0.709,0.658,alternative,-6.736
85.387,4,0.000135,0.812,Beck,0.383,0.117,234960,Loser,0.0343,6,0.617,0.595,alternative,-10.455
124.033,4,0,0.422,Thirty Seconds To Mars,0.187,0.0897,277120,Up In The Air,0.00685,11,0.826,0.471,alternative,-6.014
136.058,4,0,0.352,blink-182,0.262,0.0364,249754,Adam's Song,0.039,0,0.771,0.514,alternative,-5.756
83.996,4,0.309,0.351,The Neighbourhood,0.335,0.0411,251187,Afraid,0.00892,6,0.701,0.464,alternative,-5.693
80.089,4,0.0013,0.466,Weezer,0.0949,0.0287,304987,Undone - The Sweater Song,0.00547,6,0.627,0.447,alternative,-5.551
127.44,4,0,0.577,Bastille,0.266,0.041,214148,Pompeii,0.0749,9,0.709,0.681,alternative,-6.488
112.198,4,0,0.468,The Goo Goo Dolls,0.0556,0.0399,213200,Slide,0.00753,8,0.845,0.371,alternative,-4.199
143.952,4,0.000957,0.342,alt-J,0.102,0.0493,219400,Fitzpleasure,0.134,9,0.604,0.582,alternative,-6.962
123.889,4,0.35,0.314,The White Stripes,0.272,0.0864,231920,Seven Nation Army,0.00666,4,0.466,0.745,alternative,-7.62
107.505,4,0,0.255,Florence + The Machine,0.105,0.0383,277720,Shake It Out,0.0126,10,0.808,0.519,alternative,-4.097
121.961,4,0,0.485,OneRepublic,0.119,0.042,257267,Counting Stars,0.066,1,0.7,0.665,alternative,-4.946
119.995,4,0.0345,0.884,Cake,0.0263,0.0451,204133,Short Skirt / Long Jacket,0.0028,2,0.899,0.778,alternative,-6.552
138.017,4,3.31e-06,0.424,Coldplay,0.109,0.0289,242373,Viva La Vida,0.0941,5,0.619,0.485,alternative,-7.115
144.553,4,0,0.494,Stone Temple Pilots,0.177,0.047,310347,Plush,0.0021,7,0.954,0.423,alternative,-3.157
174.984,4,0.23,0.216,The Postal Service,0.0703,0.047,266347,Such Great Heights,0.00907,5,0.818,0.653,alternative,-8.125
120.268,4,0,0.0947,Limp Bizkit,0.109,0.0265,269973,Behind Blue Eyes,0.473,7,0.476,0.587,alternative,-6.64
181.039,4,0.00632,0.725,The Black Keys,0.354,0.0483,203773,Everlasting Light,0.127,4,0.582,0.641,alternative,-6.554
128.019,4,0.064,0.436,Muse,0.117,0.0775,304840,Uprising,0.000202,2,0.905,0.602,alternative,-4.046
159.101,4,0.00479,0.0679,Mumford & Sons,0.112,0.0417,339720,Ghosts That We Knew,0.532,0,0.301,0.366,alternative,-11.643
139.755,4,0.00157,0.18,Coldplay,0.17,0.0321,273427,Trouble,0.189,11,0.547,0.561,alternative,-7.496
105.11,4,0.000441,0.129,Cage The Elephant,0.0711,0.0295,211373,Shake Me Down,0.00463,9,0.613,0.457,alternative,-5.756
91.406,4,0.915,0.279,Ty Segall Band,0.662,0.0559,95667,Slaughterhouse,0.000182,6,0.791,0.259,alternative,-6.456
172.975,4,0,0.351,Foo Fighters,0.044,0.0424,267360,The Pretender,0.000807,9,0.955,0.43,alternative,-4.767
106.035,4,0.000568,0.39,Mumford & Sons,0.324,0.0504,314787,Lover Of The Light,0.0134,2,0.697,0.301,alternative,-6.49
77.118,4,4.59e-06,0.115,Bon Iver,0.117,0.0484,238520,Skinny Love,0.85,4,0.26,0.59,alternative,-14.065
108.736,4,0.00217,0.277,Boston,0.0504,0.0299,285133,More Than a Feeling,0.000894,7,0.682,0.377,rock,-8.039
111.665,4,0.000522,0.139,Edward Sharpe & The Magnetic Zeros,0.177,0.0318,303200,Home,0.292,2,0.589,0.542,rock,-6.623
84.483,4,0.579,0.34,Interpol,0.277,0.0576,262427,All The Rage Back Home,4.2e-05,7,0.907,0.288,rock,-5.753
123.144,4,0,0.716,The Black Keys,0.104,0.0529,180173,Gotta Get Away,0.0175,4,0.836,0.475,rock,-5.446
82.95,4,0,0.0847,Hoobastank,0.16,0.0293,232800,The Reason,0.0134,4,0.643,0.473,rock,-4.67
109.932,4,0.000719,0.658,Seether,0.0511,0.058,240200,Words As Weapons,0.0111,5,0.904,0.59,rock,-5.58
75.766,4,0,0.297,Scorpions,0.0929,0.0324,313227,Wind Of Change,0.371,0,0.535,0.48,rock,-10.232
100.975,4,2.23e-06,0.574,Modest Mouse,0.0888,0.0293,208467,Float On,0.013,6,0.888,0.649,rock,-4.807
108.2,4,0.00135,0.316,Slipknot,0.334,0.0715,325171,The Negative One,0.0002,0,0.979,0.505,rock,-1.665
104.031,4,4.41e-05,0.666,Paramore,0.021,0.0921,296520,Ain't It Fun,0.154,9,0.893,0.61,rock,-3.681
104.545,4,0.000899,0.494,Franz Ferdinand,0.136,0.0371,237027,Take Me Out,0.000423,9,0.676,0.278,rock,-8.821
159.779,4,0,0.413,Green Day,0.626,0.0355,321093,21 Guns,0.0518,5,0.742,0.268,rock,-4.939
99.031,4,2.18e-05,0.591,3 Doors Down,0.165,0.0306,233827,Kryptonite,0.00624,11,0.86,0.545,rock,-5.054
171.052,4,0,0.513,The Verve,0.347,0.0405,358333,Bitter Sweet Symphony,0.0313,9,0.907,0.383,rock,-5.409
172.004,4,3.01e-06,0.344,Keane,0.0797,0.0255,237547,Somewhere Only We Know,0.0693,9,0.59,0.437,rock,-6.791
123.411,4,0.499,0.342,Guns N' Roses,0.313,0.112,271867,Welcome To The Jungle,0.0301,10,0.978,0.456,rock,-4.869
96.184,4,8.59e-06,0.733,Red Hot Chili Peppers,0.346,0.0437,282160,Dani California,0.0193,0,0.913,0.556,rock,-2.36
85.064,4,8.71e-06,0.794,Green Day,0.091,0.0602,181533,Basket Case,0.00293,3,0.943,0.442,rock,-3.205
92.027,4,0.000881,0.228,Slipknot,0.357,0.0648,342821,The Devil In I,0.00591,9,0.939,0.398,rock,-2.865
150.078,4,0,0.536,Five Finger Death Punch,0.276,0.0693,270933,Wrong Side Of Heaven,0.00731,4,0.933,0.475,rock,-4.584
122.507,4,0,0.112,Band of Horses,0.0928,0.0422,321147,The Funeral,0.0142,0,0.769,0.316,rock,-5.283
119.518,4,0.02,0.492,Jack White,0.105,0.0652,247987,Would You Fight For My Love?,0.448,0,0.558,0.512,rock,-8.925
116.775,4,0.000101,0.725,Nirvana,0.105,0.0658,301920,Smells Like Teen Spirit,2.86e-05,1,0.906,0.516,rock,-4.525
